,year,month,ticker,list_date,company_name,icb_industry,icb_supersector,country_of_incorporation,market_cap,eps,p/e,p/s,datetime
31,2017,11,ACC,2005-06-28,ACCESS INTELLIGENCE PLC,Technology,Technology,United Kingdom,12.760308,-0.08,-4.9844953125,0.251875,2017-11-01
100,2017,11,AMO,2004-06-09,AMINO TECHNOLOGIES PLC,Technology,Technology,United Kingdom,137.250417,0.19,9.895487887527036,1.3150684931506849,2017-11-01
1007,2017,11,KBT,2001-03-28,K3 BUSINESS TECHNOLOGY GROUP PLC,Technology,Technology,United Kingdom,71.935664,-0.2,-8.364612093023256,2.744186046511628,2017-11-01
1746,2017,11,TEK,2014-04-04,TEKCAPITAL PLC,Technology,Technology,United Kingdom,12.796412,0.1,2.9759097674418604,0.16372093023255815,2017-11-01
3356,2017,1,ETX,2007-11-28,E-THERAPEUTICS PLC                 ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,22.73789869875,-0.04,-2.1210726398087685,0.0,2017-01-01
3957,2016,6,ABC,2005-11-03,ABCAM                              ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,1533.122429,0.21,35.963463030729535,0.8472906403940886,2016-06-01
4188,2016,6,BVXP,2014-04-29,BIOVENTIX PLC                      ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,48.61521088,0.83,11.598523411666465,1.093069306930693,2016-06-01
4201,2016,6,BLTG,2007-04-03,BLANCCO TECHNOLOGY GROUP PLC       ,Software & Computer Services,Software,United Kingdom,145.00646919999997,-0.03,-83.33705126436782,0.3620689655172414,2016-06-01
4347,2016,6,CLIN,2012-09-25,CLINIGEN GROUP PLC                 ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,682.6476117999998,0.3,19.786887298550727,2.9565217391304346,2016-06-01
4391,2016,6,CRW,2007-09-13,CRANEWARE PLC                      ,Software & Computer Services,Software,United Kingdom,212.7645827,0.41,19.219926169828366,1.851851851851852,2016-06-01
4451,2016,6,DNL,2015-12-24,DIURNAL GROUP PLC                  ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,75.96665435,-0.14,-10.238093578167117,0.0,2016-06-01
4460,2016,6,DOTD,2011-03-29,DOTDIGITAL GROUP PLC               ,Software & Computer Services,Internet,United Kingdom,119.3675895,0.02,20.30061045918368,0.09183673469387756,2016-06-01
4483,2016,6,EYE,2014-04-16,EAGLE EYE SOLUTIONS LTD            ,Software & Computer Services,Internet,United Kingdom,24.48490603,-0.16,-6.955939213068183,0.29363636363636364,2016-06-01
4669,2016,6,GNS,2007-11-12,GENUS                              ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,946.8142015,0.54,28.743600531268967,6.360655737704918,2016-06-01
5146,2016,6,MOS,2006-02-15,MOBILE STREAMS                     ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,1.5159450490000002,-0.04,-1.02428719527027,0.35135135135135137,2016-06-01
5203,2016,6,NET,2010-07-30,NETCALL                            ,Software & Computer Services,Software,United Kingdom,69.05812221,0.01,49.68210230935252,0.1223021582733813,2016-06-01
5240,2016,6,NAR,2013-09-02,NORTHAMBER                         ,Technology Hardware & Equipment,Computer Hardware,United Kingdom,8.72920785,-0.04,-8.082599861111111,2.2962962962962963,2016-06-01
6904,2014,10,IDOX,2007-06-05,IDOX                               ,Software & Computer Services,Software,United Kingdom,139.26410269999997,0.02,19.559564985955056,0.17134831460674158,2014-10-01
7219,2014,10,MCRO,2013-10-28,MICRO FOCUS INTERNATIONAL          ,Software & Computer Services,Software,United Kingdom,1373.629929,1.19,11.543108647058823,4.33,2014-10-01
10205,2014,9,ACT,2014-02-13,ACTUAL EXPERIENCE PLC              ,Software & Computer Services,Software,United Kingdom,51.51501,-0.04,-44.40949137931034,0.019655172413793102,2014-09-01
11193,2014,9,IXI,2013-10-15,IXICO PLC                          ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,7.37890118,-0.11,-4.472061321212121,0.2273333333333333,2014-09-01
11202,2014,9,JEL,2064-02-28,JERSEY ELECTRICITY PLC             ,Electricity,Electricity,Jersey,38.8776,0.25,5.016464516129032,3.161290322580645,2014-09-01
11579,2014,9,OMG,2001-04-10,OMG                                ,Software & Computer Services,Software,United Kingdom,32.02358246,0.01,28.339453504424768,0.2300884955752213,2014-09-01
11866,2014,9,SGE,2013-06-10,SAGE GROUP                         ,Software & Computer Services,Software,United Kingdom,4120.879283,0.2,19.060496221091586,1.2525439407955596,2014-09-01
11872,2014,9,SND,2004-12-16,SANDERSON GROUP                    ,Software & Computer Services,Computer Services,United Kingdom,36.22275136,0.04,16.769792296296295,0.2962962962962963,2014-09-01
12981,2015,5,FTC,1994-10-24,FILTRONIC                          ,Technology Hardware & Equipment,Telecommunications Equipment,United Kingdom,11.59070916,-0.1,-1.073213811111111,0.16666666666666666,2015-05-01
13601,2015,5,NCC,2007-07-13,NCC GROUP                          ,Software & Computer Services,Computer Services,United Kingdom,438.2133619,0.08,23.91994333515284,0.5851528384279476,2015-05-01
14438,2018,3,ADT,2006-02-15,ADEPT TELECOM PLC,Telecommunications,Telecommunications,United Kingdom,77.03095400000002,0.18,17.831239351851853,1.9166666666666667,2018-03-01
14573,2018,3,AVV,1996-12-05,AVEVA GROUP PLC,Technology,Technology,United Kingdom,3080.671618,0.64,29.89782237965839,3.0186335403726714,2018-03-01
14704,2018,3,BT.A,1984-12-03,BT GROUP PLC,Telecommunications,Telecommunications,United Kingdom,22572.328677,0.3,7.583258979036485,2.393267486393872,2018-03-01
14747,2018,3,CTP,2006-05-22,CASTLETON TECHNOLOGY PLC,Technology,Technology,United Kingdom,58.970149,0.05,14.92915164556962,0.2911392405063291,2018-03-01
14810,2018,3,CML,1996-07-18,CML MICROSYSTEMS PLC,Technology,Technology,United Kingdom,88.72251999999996,0.24,21.745715686274508,1.8823529411764703,2018-03-01
14869,2018,3,D4T4,2008-06-16,D4T4 SOLUTIONS PLC,Technology,Technology,United Kingdom,45.045647,0.08,14.817647039473686,0.4736842105263158,2018-03-01
14939,2018,3,ECK,2003-06-27,ECKOH PLC,Technology,Technology,United Kingdom,103.382117,0.01,40.862496837944654,0.1067193675889328,2018-03-01
15100,2018,3,GBG,2010-08-27,GB GROUP PLC,Technology,Technology,United Kingdom,615.9854,0.16,25.162802287581698,0.7843137254901961,2018-03-01
15150,2018,3,GRC,2018-03-05,GRC INTERNATIONAL GROUP PLC,Technology,Technology,United Kingdom,84.757837,0.01,148.69795964912282,0.2807017543859649,2018-03-01
15272,2018,3,IMO,2014-06-27,IMIMOBILE PLC,Technology,Technology,United Kingdom,162.554979,0.02,131.092725,1.7903225806451613,2018-03-01
15306,2018,3,IGP,2001-01-08,INTERCEDE GROUP PLC,Technology,Technology,United Kingdom,12.115747,-0.08,-3.02893675,0.184,2018-03-01
15326,2018,3,IOM,2000-04-19,IOMART GROUP PLC,Technology,Technology,United Kingdom,393.650923,0.11,33.13559957912458,0.9074074074074074,2018-03-01
15394,2018,3,KNOS,2015-07-10,KAINOS GROUP PLC,Technology,Technology,United Kingdom,401.048809,0.1,33.70158058823529,0.8151260504201681,2018-03-01
15858,2018,3,RCN,2013-12-06,REDCENTRIC PLC,Technology,Technology,United Kingdom,116.325546,0.01,78.07083624161073,0.6711409395973155,2018-03-01
15886,2018,3,RICO,2008-11-05,RICOH CO LTD,Technology,Technology,Japan,5222.800435,-14.0,-0.5145616192118226,2846.017931034483,2018-03-01
16024,2018,3,SOPH,2015-06-26,SOPHOS GROUP PLC,Technology,Technology,United Kingdom,2026.009207,-0.1,-43.29079502136752,1.3653846153846154,2018-03-01
16043,2018,3,SRT,2005-11-02,SRT MARINE SYSTEMS PLC,Technology,Technology,United Kingdom,25.35687,-0.04,-4.952513671875,0.041640625,2018-03-01
16102,2018,3,SYS,2013-01-14,SYSGROUP PLC,Technology,Technology,United Kingdom,9.819157,0.03,14.23066231884058,0.43478260869565216,2018-03-01
16104,2018,3,TALK,2010-03-29,TALKTALK TELECOM GROUP PLC,Telecommunications,Telecommunications,United Kingdom,1327.380278,0.03,38.6090831297266,1.400523560209424,2018-03-01
16121,2018,3,TEP,2000-07-26,TELECOM PLUS PLC,Telecommunications,Telecommunications,United Kingdom,957.977466,0.39,31.49169842209073,10.166666666666666,2018-03-01
16177,2018,3,TRAK,2005-11-29,TRAKM8 HOLDINGS PLC,Technology,Technology,United Kingdom,33.599603,0.05,18.66644611111111,0.8055555555555556,2018-03-01
16183,2018,3,TRD,1996-03-21,TRIAD GROUP PLC,Technology,Technology,United Kingdom,8.583838,0.1,5.36489875,1.75,2018-03-01
16257,2018,3,VNET,2006-10-26,VIANET GROUP PLC,Technology,Technology,United Kingdom,37.171649,0.08,16.594486160714286,0.5357142857142857,2018-03-01
16269,2018,3,VOD,1988-10-26,VODAFONE GROUP PLC,Telecommunications,Telecommunications,United Kingdom,51809.351606,0.16,12.138568283756936,1.7458014694856798,2018-03-01
16344,2018,3,ZOO,2001-05-14,ZOO DIGITAL GROUP PLC,Technology,Technology,United Kingdom,71.929314,-0.07,-13.885967953667956,0.3918918918918919,2018-03-01
16521,2016,7,AVCT,2006-08-08,AVACTA GROUP PLC                   ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,57.78471829,-0.07,-12.13964669957983,0.031911764705882355,2016-07-01
16664,2016,7,C4XD,2014-10-23,C4X DISCOVERY HLDG PLC             ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,39.44575824,-0.17,-7.031329454545455,0.008484848484848486,2016-07-01
17801,2016,7,PHD,2006-06-01,PROACTIS HLDGS                     ,Software & Computer Services,Software,United Kingdom,45.28100547,0.07,16.171787667857142,0.475,2016-07-01
18032,2016,7,SCT,2015-11-18,SOFTCAT PLC                        ,Software & Computer Services,Computer Services,United Kingdom,685.5915346,0.18,19.33422263395375,3.411167512690356,2016-07-01
18190,2016,7,TRCS,2008-08-05,TRACSIS PLC                        ,Software & Computer Services,Software,United Kingdom,119.6839161,0.13,32.880196730769235,0.8571428571428571,2016-07-01
22502,2019,3,ADT,2006-02-15,ADEPT TECHNOLOGY GROUP PLC,Telecommunications,Telecommunications,United Kingdom,76.08,0.12,26.41666666666667,2.125,2019-03-01
22643,2019,3,AVV,1996-12-05,AVEVA GROUP PLC,Technology,Technology,United Kingdom,5203.14,0.37,87.34497230149404,4.7639751552795015,2019-03-01
22783,2019,3,BT.A,1984-12-03,BT GROUP PLC,Telecommunications,Telecommunications,United Kingdom,22122.91,0.29,7.687785604325723,2.364103597702308,2019-03-01
22826,2019,3,CTP,2006-05-22,CASTLETON TECHNOLOGY PLC,Technology,Technology,United Kingdom,78.74,0.05,19.20487804878049,0.3170731707317073,2019-03-01
22892,2019,3,CML,1996-07-18,CML MICROSYSTEMS PLC,Technology,Technology,United Kingdom,47.64,0.15,18.682352941176468,1.6470588235294117,2019-03-01
22949,2019,3,D4T4,2008-06-16,D4T4 SOLUTIONS PLC,Technology,Technology,United Kingdom,100.8,0.15,17.230769230769234,0.6410256410256411,2019-03-01
23174,2019,3,GBG,2010-08-27,GB GROUP PLC,Technology,Technology,United Kingdom,941.46,0.59,8.267849301835428,0.7461139896373057,2019-03-01
23347,2019,3,IMO,2014-06-27,IMIMOBILE PLC,Technology,Technology,United Kingdom,194.08,-0.01,-289.6716417910448,2.1343283582089554,2019-03-01
23384,2019,3,IGP,2001-01-08,INTERCEDE GROUP PLC,Technology,Technology,United Kingdom,8.2,0.01,16.4,0.2,2019-03-01
23403,2019,3,IOM,2000-04-19,IOMART GROUP PLC,Technology,Technology,United Kingdom,378.21,0.12,29.18287037037037,0.9629629629629628,2019-03-01
23474,2019,3,KNOS,2015-07-10,KAINOS GROUP PLC,Technology,Technology,United Kingdom,667.94,0.14,39.4297520661157,1.2479338842975207,2019-03-01
23982,2019,3,RICO,2008-11-05,RICOH CO LTD,Technology,Technology,Japan,5402.4,103.0,0.07234549715433546,2776.8662068965527,2019-03-01
24132,2019,3,SOPH,2015-06-26,SOPHOS GROUP PLC,Technology,Technology,United Kingdom,1447.11,0.05,60.04605809128632,1.475103734439834,2019-03-01
24149,2019,3,SRT,2005-11-02,SRT MARINE SYSTEMS PLC,Technology,Technology,United Kingdom,47.12,0.02,15.398692810457515,0.13725490196078433,2019-03-01
24209,2019,3,SYS,2013-01-14,SYSGROUP PLC,Technology,Technology,United Kingdom,19.52,-0.01,-39.83673469387755,0.2653061224489796,2019-03-01
24211,2019,3,TALK,2010-03-29,TALKTALK TELECOM GROUP PLC,Telecommunications,Telecommunications,United Kingdom,1264.34,0.06,18.387725421756834,1.404013961605585,2019-03-01
24234,2019,3,TEP,2000-07-26,TELECOM PLUS PLC,Telecommunications,Telecommunications,United Kingdom,1190.64,0.42,36.34432234432235,10.307692307692307,2019-03-01
24255,2019,3,TPX,2018-12-04,THE PANOPLY HOLDINGS PLC,Technology,Technology,United Kingdom,42.3,-0.02,-51.585365853658544,0.1987804878048781,2019-03-01
24292,2019,3,TRAK,2005-11-29,TRAKM8 HOLDINGS PLC,Technology,Technology,United Kingdom,10.49,-0.04,-5.245,0.38,2019-03-01
24299,2019,3,TRD,1996-03-21,TRIAD GROUP PLC,Technology,Technology,United Kingdom,6.23,0.06,6.489583333333334,1.4375,2019-03-01
24370,2019,3,VNET,2006-10-26,VIANET GROUP PLC,Technology,Technology,United Kingdom,32.95,0.08,14.709821428571427,0.5714285714285714,2019-03-01
24380,2019,3,VOD,1988-10-26,VODAFONE GROUP PLC,Telecommunications,Telecommunications,United Kingdom,38068.07,-0.07,-19.97170662609517,1.603598971722365,2019-03-01
24457,2019,3,ZOO,2001-05-14,ZOO DIGITAL GROUP PLC,Technology,Technology,United Kingdom,44.65,0.02,30.16891891891892,0.3918918918918919,2019-03-01
25159,2014,5,FTC,1994-10-24,FILTRONIC                          ,Technology Hardware & Equipment,Telecommunications Equipment,United Kingdom,40.80895517,-0.02,-20.82089549489796,0.33673469387755106,2014-05-01
26612,2015,9,ACT,2014-02-13,ACTUAL EXPERIENCE PLC              ,Software & Computer Services,Software,United Kingdom,96.56997788,-0.07,-37.285705745173736,0.01891891891891892,2015-09-01
26817,2015,9,BMK,2013-12-18,BENCHMARK HLDGS PLC                ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,211.6535417,-0.06,-16.107575471841706,0.2009132420091324,2015-09-01
27568,2015,9,IXI,2013-10-15,IXICO PLC                          ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,4.74357933,-0.06,-5.270643700000001,0.208,2015-09-01
27577,2015,9,JEL,2064-02-28,JERSEY ELECTRICITY PLC             ,Electricity,Electricity,Jersey,52.38,0.33,5.120234604105572,3.2258064516129035,2015-09-01
27944,2015,9,OMG,2001-04-10,OMG                                ,Software & Computer Services,Software,United Kingdom,48.44185418,0.04,10.350823542735043,0.2222222222222222,2015-09-01
28076,2015,9,PVG,2015-02-27,PREMIER VETERINARY GROUP PLC       ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,15.3469503,-0.17,-6.448298445378151,0.16071428571428573,2015-09-01
28159,2015,9,REDX,2015-03-27,REDX PHARMA LTD                    ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,65.95592714,-0.15,-6.764710475897435,0.0,2015-09-01
28231,2015,9,SGE,2013-06-10,SAGE GROUP                         ,Software & Computer Services,Software,United Kingdom,5628.375874,0.25,20.86515615940685,1.330861909175162,2015-09-01
28235,2015,9,SND,2004-12-16,SANDERSON GROUP                    ,Software & Computer Services,Computer Services,United Kingdom,35.21735475,0.04,16.007888522727274,0.34545454545454546,2015-09-01
29879,2017,7,NANO,2015-05-01,NANOCO GROUP PLC,Technology,Technology,United Kingdom,89.354665,-0.04,-9.385994222689076,0.0055882352941176465,2017-07-01
30079,2017,7,PHD,2006-06-01,PROACTIS HOLDINGS PLC,Technology,Technology,United Kingdom,95.70443,0.04,47.852215,0.5,2017-07-01
30299,2017,7,SCT,2015-11-13,SOFTCAT PLC,Technology,Technology,United Kingdom,790.424572,0.2,19.960216464646464,4.2020202020202015,2017-07-01
30459,2017,7,TRCS,2008-08-05,TRACSIS PLC,Technology,Technology,United Kingdom,124.438839,0.14,31.744601785714284,1.2142857142857142,2017-07-01
31946,2014,8,MXCP,2007-03-06,MXC CAPITAL PLC                    ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,23.07962272,-0.04,-23.07962272,0.0,2014-08-01
34742,2016,11,ACC,2005-06-28,ACCESS INTELLIGENCE                ,Software & Computer Services,Computer Services,United Kingdom,13.0835299,-0.08,-5.6394525431034515,0.31413793103448273,2016-11-01
34808,2016,11,AMO,2004-06-09,AMINO TECHNOLOGIES                 ,Technology Hardware & Equipment,Telecommunications Equipment,United Kingdom,126.186984,0.13,13.481515384615385,1.3055555555555556,2016-11-01
35711,2016,11,KBT,2001-03-28,K3 BUSINESS TECHNOLOGY GROUP       ,Software & Computer Services,Software,United Kingdom,111.4241825,0.17,18.206565767973853,2.4722222222222223,2016-11-01
36028,2016,11,OPTI,2014-08-05,OPTIBIOTIX HEALTH PLC              ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,50.83028145,-0.02,-32.583513749999995,0.003717948717948718,2016-11-01
36476,2016,11,TEK,2014-04-04,TEKCAPITAL PLC                     ,Software & Computer Services,Computer Services,United Kingdom,12.92874056,-0.06,-6.156543123809524,0.021714285714285717,2016-11-01
37321,2016,1,ETX,2007-11-28,E-THERAPEUTICS PLC                 ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,63.6160434,-0.03,-8.032328712121213,0.0,2016-01-01
39013,2017,6,BLTG,2005-03-31,BLANCCO TECHNOLOGY GROUP PLC,Technology,Technology,United Kingdom,96.303845,-0.03,-50.15825260416667,0.421875,2017-06-01
39207,2017,6,CRW,2007-09-13,CRANEWARE PLC,Technology,Technology,United Kingdom,345.783918,0.5,25.61362355555556,2.1481481481481484,2017-06-01
39271,2017,6,DOTD,2011-03-29,DOTDIGITAL GROUP PLC,Technology,Technology,United Kingdom,199.515477,0.02,33.70193868243243,0.10810810810810813,2017-06-01
39293,2017,6,EYE,2014-04-16,EAGLE EYE SOLUTIONS GROUP PLC,Technology,Technology,United Kingdom,66.854906,-0.16,-16.7137265,0.44,2017-06-01
39931,2017,6,MOS,2006-02-15,MOBILE STREAMS PLC,Telecommunications,Telecommunications,United Kingdom,4.121709,-0.03,-1.4933728260869563,0.06195652173913044,2017-06-01
39989,2017,6,NET,2010-07-30,NETCALL PLC,Technology,Technology,United Kingdom,92.569712,0.01,66.59691510791366,0.11510791366906475,2017-06-01
40009,2017,6,NAR,2013-09-02,NORTHAMBER PLC,Technology,Technology,United Kingdom,8.93567,-0.04,-8.27376851851852,2.1111111111111107,2017-06-01
40350,2017,6,SEE,2005-12-01,SEEING MACHINES LIMITED,Technology,Technology,Australia,57.600137,-0.02,-1.9380934387617763,0.009421265141318977,2017-06-01
40762,2018,12,ACSO,2002-04-24,ACCESSO TECHNOLOGY GROUP PLC,Technology,Technology,United Kingdom,393.07,0.16,90.98842592592592,4.407407407407407,2018-12-01
40798,2018,12,ALB,2015-06-11,ALBERT TECHNOLOGIES LTD,Technology,Technology,Israel,20.45,-0.16,-1.278125,0.0461,2018-12-01
40805,2018,12,ALFA,2017-05-26,ALFA FINANCIAL SOFTWARE HOLDINGS PLC,Technology,Technology,United Kingdom,346.8,0.06,19.26666666666668,0.23666666666666664,2018-12-01
40898,2018,12,ATQT,2014-08-19,ATTRAQT GROUP PLC,Technology,Technology,United Kingdom,35.1,-0.02,-16.556603773584907,0.16037735849056606,2018-12-01
40910,2018,12,AVN,2007-04-16,AVANTI COMMUNICATIONS GROUP PLC,Telecommunications,Telecommunications,United Kingdom,53.98,-0.17,-0.14680046775991948,0.03421174294960703,2018-12-01
40911,2018,12,AVST,2018-05-10,AVAST PLC,Technology,Technology,United Kingdom,2707.72,0.28,10.147354219757156,0.8478488982161595,2018-12-01
40938,2018,12,BGO,2005-06-30,BANGO PLC,Technology,Technology,United Kingdom,62.54,-0.04,-22.335714285714282,0.09457142857142856,2018-12-01
40984,2018,12,BST,2016-12-19,BIG SOFA TECHNOLOGIES GROUP PLC,Technology,Technology,United Kingdom,4.41,-0.04,-0.7931654676258992,0.0120863309352518,2018-12-01
41038,2018,12,BRY,2004-06-28,BRADY PLC,Technology,Technology,United Kingdom,53.77,-0.01,-64.78313253012048,0.27710843373493976,2018-12-01
41057,2018,12,BSD,1998-06-08,B.S.D CROWN LTD,Technology,Technology,Israel,23.28,0.06,3.0077519379844966,2.62015503875969,2018-12-01
41116,2018,12,CNIC,2013-09-02,CENTRALNIC GROUP PLC,Technology,Technology,United Kingdom,88.74,-0.02,-25.947368421052627,0.25146198830409355,2018-12-01
41158,2018,12,CLSU,2014-07-11,CLEARSTAR INC.,Technology,Technology,Cayman Islands,21.96,-0.04,-15.25,0.5555555555555556,2018-12-01
41163,2018,12,CBUY,2005-12-14,CLOUDBUY PLC,Technology,Technology,United Kingdom,2.61,-0.02,-1.0038461538461538,0.006076923076923077,2018-12-01
41164,2018,12,CALL,2006-08-22,CLOUDCALL GROUP PLC,Technology,Technology,United Kingdom,17.65,-0.13,-5.657051282051281,0.3645833333333333,2018-12-01
41183,2018,12,CCC,1998-05-29,COMPUTACENTER PLC,Technology,Technology,United Kingdom,1148.26,0.72,13.989522417153996,38.18421052631579,2018-12-01
41185,2018,12,CNC,1996-07-04,CONCURRENT TECHNOLOGIES PLC,Technology,Technology,United Kingdom,49.81,0.04,17.058219178082194,0.2328767123287671,2018-12-01
41196,2018,12,CNS,2000-10-09,CORERO NETWORK SECURITY PLC,Technology,Technology,United Kingdom,50.25,-0.01,-12.5,0.024751243781094525,2018-12-01
41217,2018,12,CCS,2018-12-14,CROSSWORD CYBERSECURITY PLC,Technology,Technology,United Kingdom,11.47,-0.56,-4.376526251526252,0.22863247863247865,2018-12-01
41226,2018,12,CYAN,2005-12-07,CYANCONNODE HOLDINGS PLC,Technology,Technology,United Kingdom,17.6,-0.04,-2.417582417582417,0.02456043956043956,2018-12-01
41241,2018,12,DFX,2015-12-03,DEFENX PLC,Technology,Technology,United Kingdom,2.31,-0.16,-0.48125,0.04733333333333333,2018-12-01
41253,2018,12,DSG,2006-06-15,DILLISTONE GROUP PLC,Technology,Technology,United Kingdom,9.34,-0.01,-46.7,0.4345,2018-12-01
41301,2018,12,ECSC,2016-12-14,ECSC GROUP PLC,Technology,Technology,United Kingdom,6.14,-0.13,-5.190194420963652,0.5912087912087912,2018-12-01
41327,2018,12,EMIS,2010-03-29,EMIS GROUP PLC,Technology,Technology,United Kingdom,578.03,0.34,26.985527544351072,2.6984126984126986,2018-12-01
41352,2018,12,ENET,2017-06-29,ETHERNITY NETWORKS LTD,Technology,Technology,Israel,10.58,-0.08,-4.007575757575758,0.033939393939393936,2018-12-01
41365,2018,12,EVRH,2016-05-16,EVR HOLDINGS PLC,Telecommunications,Telecommunications,United Kingdom,62.79,-0.01,-4.8004587155963305,0.0009021406727828746,2018-12-01
41381,2018,12,FDM,2014-06-20,FDM GROUP (HOLDINGS) PLC,Technology,Technology,United Kingdom,804.28,0.34,21.903050108932447,2.2685185185185186,2018-12-01
41429,2018,12,FST,2005-11-03,FRONTIER SMART TECHNOLOGIES GROUP LIMITED,Technology,Technology,Cayman Islands,12.83,-0.06,-5.215447154471545,1.024390243902439,2018-12-01
41431,2018,12,FCH,2018-09-28,FUNDING CIRCLE HOLDINGS PLC,Technology,Technology,United Kingdom,1192.97,-0.17,-20.281706902414147,0.4104046242774567,2018-12-01
41448,2018,12,GAMA,2014-10-10,GAMMA COMMUNICATIONS PLC,Telecommunications,Telecommunications,United Kingdom,686.03,0.3,24.327304964539014,3.0319148936170213,2018-12-01
41449,2018,12,GAN,2013-11-25,GAN PLC,Technology,Technology,United Kingdom,39.12,-0.08,-5.752941176470588,0.12941176470588234,2018-12-01
41470,2018,12,GETB,2017-08-04,GETBUSY PLC,Technology,Technology,United Kingdom,16.46,-0.02,-17.145833333333336,0.22916666666666666,2018-12-01
41479,2018,12,GINV,2014-07-02,GLOBAL INVACOM GROUP LIMITED,Technology,Technology,Singapore,14.68,0.01,5.397058823529411,0.4485294117647059,2018-12-01
41518,2018,12,GHT,1995-02-27,GRESHAM TECHNOLOGIES PLC,Technology,Technology,United Kingdom,46.3,-0.01,-68.08823529411764,0.2794117647058824,2018-12-01
41617,2018,12,IDE,2016-01-21,IDE GROUP HOLDINGS PLC,Technology,Technology,United Kingdom,8.22,-0.06,-0.3416458852867831,0.10224438902743142,2018-12-01
41645,2018,12,IND,2003-12-15,INDIGOVISION GROUP PLC,Technology,Technology,United Kingdom,8.64,-0.01,-115.04660452729695,6.125166444740348,2018-12-01
41652,2018,12,ING,2007-02-28,INGENTA PLC,Technology,Technology,United Kingdom,14.97,0.02,44.029411764705884,0.7058823529411765,2018-12-01
41655,2018,12,ISAT,2005-06-22,INMARSAT PLC,Telecommunications,Telecommunications,United Kingdom,1754.71,0.33,11.484455788991426,3.16414686825054,2018-12-01
41660,2018,12,INS,2010-10-13,INSTEM PLC,Technology,Technology,United Kingdom,36.29,0.12,18.901041666666668,1.4375,2018-12-01
41668,2018,12,IBM,1973-07-19,INTERNATIONAL BUSINESS MACHINES CORPORATION,Technology,Technology,United States,116410.66,12.0,10.875435351270552,89.22757847533633,2018-12-01
41687,2018,12,IQE,2003-09-30,IQE PLC,Technology,Technology,United Kingdom,504.76,0.01,64.96267696267695,0.2007722007722008,2018-12-01
41755,2018,12,KAPE,2014-09-30,KAPE TECHNOLOGIES PLC,Technology,Technology,Isle of Man,132.98,0.02,46.17361111111111,0.3611111111111111,2018-12-01
41802,2018,12,LTG,2013-11-08,LEARNING TECHNOLOGIES GROUP PLC,Technology,Technology,United Kingdom,462.54,0.02,34.725225225225216,0.14114114114114115,2018-12-01
41820,2018,12,LSAI,2008-04-21,LOCATION SCIENCES GROUP PLC,Technology,Technology,United Kingdom,7.16,-0.01,-2.099706744868035,0.0021994134897360697,2018-12-01
41829,2018,12,LOOP,2016-08-24,LOOPUP GROUP PLC,Technology,Technology,United Kingdom,159.88,0.05,58.13818181818181,0.6181818181818182,2018-12-01
41959,2018,12,MPM,2013-12-18,MPORIUM GROUP PLC,Technology,Technology,United Kingdom,31.85,-0.01,-5.023659305993692,0.0014353312302839115,2018-12-01
41961,2018,12,MWE,2006-03-16,MTI WIRELESS EDGE LTD.,Technology,Technology,Israel,16.54,0.03,6.337164750957855,0.4022988505747127,2018-12-01
42061,2018,12,OSI,2016-04-15,OSIRIUM TECHNOLOGIES PLC,Technology,Technology,United Kingdom,16.74,-0.18,-6.642857142857142,0.06857142857142857,2018-12-01
42089,2018,12,PTY,2013-07-05,PARITY GROUP PLC,Technology,Technology,United Kingdom,8.16,0.01,7.92233009708738,0.8349514563106796,2018-12-01
42102,2018,12,PTRO,2017-12-19,PELATRO PLC,Technology,Technology,United Kingdom,23.1,0.09,7.777777777777778,0.18545454545454546,2018-12-01
42106,2018,12,PEN,1998-03-12,PENNANT INTERNATIONAL GROUP PLC,Technology,Technology,United Kingdom,40.11,0.09,13.107843137254903,0.6176470588235294,2018-12-01
42213,2018,12,QTX,2014-11-06,QUARTIX HOLDINGS PLC,Technology,Technology,United Kingdom,126.79,0.14,18.86755952380952,0.5416666666666666,2018-12-01
42216,2018,12,QXT,2013-05-21,QUIXANT PLC,Technology,Technology,United Kingdom,245.52,0.26,14.307692307692307,1.7424242424242424,2018-12-01
42352,2018,12,SSY,2018-11-28,SCISYS GROUP PLC,Technology,Technology,Ireland,43.93,0.09,16.27037037037037,1.9333333333333331,2018-12-01
42361,2018,12,SDL,1999-12-07,SDL PLC,Technology,Technology,United Kingdom,432.94,0.29,16.405456612353166,3.5494505494505493,2018-12-01
